id	isv	addition	partOfSpeech	type	en	sameInLanguages	genesis	protoslavic	irregularity	cognates	etm_info	related_words
18940	tajnica		f.	3	secretary	yu	S					
12889	tajnik		m.anim.	3	secretary	yu	S	tajьnikъ	1			
4288	tajnišče		n.	1	secret place							
37258	tajno		adv.	1	secretly, in secret	v z j		!	!	!	!	!
21180	tajnopis		m.	2	#cryptography	ru cz	S					
21181	tajnopisec		m.anim.	2	cryptographer	ru cz	S					
4289	tajnosť		f.	1	secrecy							
12891	tajny batalion		m.	1	secret battalion		I					
2957	tajny		adj.	1	secret			tajьnъ	1	{'Old East Slavic': ['таинꙑиOld Ruthenian'], 'Old Cyrillic': ['таїнъ'], 'Glagolitic': ['ⱅⰰⰹⱀⱏ'], 'Bulgarian': ['таен'], 'Macedonian': ['таен'], 'Cyrillic': ['тајан'], 'Latin': ['tȃjan'], 'Old Czech': ['tajný'], 'Czech': ['tajný'], 'Old Polish': ['tajny'], 'Polish': ['tajny'], 'Slovak': ['tajný']}	From *tajiti (“to hide”) +‎ *-ьnъ.  	
4908	tajsky		adj.	1	Thai							
6110	Tajvan		m.sg.	1	Taiwan							
3320	tak, tako		adv.	1	so, thus, like that							
12905	tako ... onako		conj.	1	this way ... another way							
12909	tako kako		conj.	1	as if							
18941	tako kazati		phrase	1	so to speak							
625	tako mnogo		adv.	1	that much							
18942	tako rěčeny		adj.	3	so-called	bm						
12904	tako skoro kako		conj.	2	as soon as	v pl						
12915	tako zvany		adj.	2	so-called	ub z sh						
12906	tako že		conj.	1	so, so as, so that							
36990	tako		n.indecl.	1	taco	v z j	I	!	!	!	!	!
6311	takovy		adj.	1	such kind of							
1716	takože		adv.	1	also, too, as well							
23313	taksi		m.indecl.	1	taxi		I					
23314	taksometr		m.	1	taximetre, taximeter		I					
33583	taksonomičny		adj.	1	taxonomic	v z j	I					
33582	taksonomija		f.	1	taxonomy	v z j	I					
20205	taktika		f.	1	tactic, tactics	v z j	I					
12914	takto		adv.	3	thus	cs						
3099	taky		adj.	1	such, that kind of	v z j		takъ	1	{'Old East Slavic': ['такъ'], 'Belarusian': ['такі'], 'Russian': ['такой'], 'Ukrainian': ['такий']}	Related to *tъ. Cognate to Lithuanian tóks, from Proto-Balto-Slavic [Term?].  	
20206	talent		m.	1	talent	v z j	I					
32160	talija		f.	1	waist	v pl 	F					
4667	taliŕka		f.	2	plate	v pl cz						
20207	talisman		m.	1	talisman	v z j	I					
1883	tam		adv.	1	there	v z j		tamo	1	{'East Slavic': ['тамо', 'тамъ'], 'Belarusian': ['там'], 'Russian': ['там'], 'Ukrainian': ['там', 'тама'], 'Cyrillic': ['тамо', 'там'], 'Glagolitic': ['ⱅⰰⰿⱁ'], 'Bulgarian': ['там', 'тамо'], 'Macedonian': ['таму'], 'Latin': ['tȁmo', 'tȁm'], 'Slovene': ['tȁm (tonal orthography)'], 'Old Czech': ['tamo'], 'Czech': ['tam'], 'Bohemian (Chod dialect)': ['tám'], 'Kashubian': ['tamò', 'tam', 'tã'], 'Old Polish': ['tamo'], 'Polish': ['tam', 'tamoj', 'tamój'], 'Slovak': ['tam'], 'Upper Sorbian': ['tam'], 'Lower Sorbian': ['tam']}	From Proto-Indo-European *ta-  +‎ *-mo. Compare Latvian tām, Ancient Greek τῆμος (têmos) (Doric Greek τᾶμος (tâmos)).  	
32993	tamburin		m.	1	tambourine	v z yu	I					
19560	tamo		adv.	1	thither, to there			tamo	1	{'East Slavic': ['тамо', 'тамъ'], 'Belarusian': ['там'], 'Russian': ['там'], 'Ukrainian': ['там', 'тама'], 'Cyrillic': ['тамо', 'там'], 'Glagolitic': ['ⱅⰰⰿⱁ'], 'Bulgarian': ['там', 'тамо'], 'Macedonian': ['таму'], 'Latin': ['tȁmo', 'tȁm'], 'Slovene': ['tȁm (tonal orthography)'], 'Old Czech': ['tamo'], 'Czech': ['tam'], 'Bohemian (Chod dialect)': ['tám'], 'Kashubian': ['tamò', 'tam', 'tã'], 'Old Polish': ['tamo'], 'Polish': ['tam', 'tamoj', 'tamój'], 'Slovak': ['tam'], 'Upper Sorbian': ['tam'], 'Lower Sorbian': ['tam']}	From Proto-Indo-European *ta-  +‎ *-mo. Compare Latvian tām, Ancient Greek τῆμος (têmos) (Doric Greek τᾶμος (tâmos)).  	
37219	tamošnji		adj.	1	not indigenous, not local, from there	v z j		!	!	!	!	!
36997	tamto		pron.dem.	1	that			!	!	!	!	!
2263	tamtoj	(tamta, tamto)	pron.dem.	3	that, those	pl						
20208	tancevati		v.intr. ipf.	1	dance	v z sh bm	D					
36553	tancor		m.anim.	1	dancer	v z bm	D					
36554	tancorka		f.	1	dancer	v z bm	D					
23531	tanec		m.	1	dance	v z sh bm	D					
845	tank		m.	1	tank (mil.)	v z j	I					
22807	Tanzanija		f.sg.	1	Tanzania	v z j						
37234	tapeta		f.	2	wallpaper (wall)	z j	I	!	!	!	!	!
37215	tapir		m.anim.	1	tapir	v z j	I	!	!	!	!	!
20763	tarantula		f.	1	tarantula	v z j	I					
1944	taśma		f.	2	tape, band, ribbon	v pl	T					
18956	tata		m.anim.	1	dad	ub z j		tata	1	{'Old Ruthenian': ['тата', 'татоBelarusian'], 'Russian': ['тата', 'татой (dialectal)', 'тятя'], '→ Livvi': ['tuatto'], 'Bulgarian': ['тате', 'dimin. татко'], 'Macedonian': ['татко'], 'Cyrillic': ['тата'], 'Latin': ['tȁta'], 'Slovene': ['táta'], 'Czech': ['táta'], 'Polish': ['tata', 'dimin. tatko'], 'Slovak': ['tata'], 'Upper Sorbian': ['tata'], 'Lower Sorbian': ['tata']}	From Proto-Balto-Slavic *tatas, from Proto-Indo-European *tatás. Baltic cognates include Lithuanian tė̃tis, tėtýtis, tė̃tė, Latvian tētis, Old Prussian thetis. Indo-European cognates include Vedic Sanskrit तत (tatá), Sanskrit तात (tā́ta), Ancient Greek τατᾶ (tatâ), τέττα (tétta), Latin tata, Cornish tat, Albanian tatë.  	
36568	tatarsky		adj.	1	Tatar	v z j						
36567	Tatarstan		m.sg.	1	Tatarstan	v z j						
35689	tatuaž		m.	1	tattoo	v z j	E					
35688	tatuovati		v.tr. ipf./pf.	1	tattoo	v z j	E					
1816	tę		pron.pers.	1	you (acc.sg.), thee							
5702	te		pron.dem.	1	those							
3123	teatr		m.	1	theatre, theater	v pl j	I					
32987	teatraľny		adj.	1	theatrical	v pl j	I					
4805	tebe		pron.pers.	1	you (acc.sg.), thee	v z j						
6069	tečeńje		n.	1	flow							
12935	tečeńje		n.	1	leak							
12936	tečno		adv.	1	fluently							
12937	tečnosť		f.	1	fluency							
12938	tečny		adj.	1	fluent							
3793	tęgati		v.tr. ipf.	1	pull, draw			tęgati	1	{'Old East Slavic': ['тꙗгати'], 'Belarusian': ['цягаць'], 'Russian': ['тягать'], 'Ukrainian': ['тягати'], 'Old Cyrillic': ['тѧѕати'], 'Glagolitic': ['ⱅⱔⰶⰻ'], 'Bulgarian': ['тегам (obsolete & attested in derivatives)'], 'Slovene': ['tęzati'], 'Czech': ['tázat', 'tahat'], 'Polish': ['ciągać'], 'Slovak': ['ťahať'], 'Lower Sorbian': ['sěgaś'], 'Upper Sorbian': ['ćahać']}	Remodelling of *tegti, from Proto-Balto-Slavic *tingtei, ultimately from Proto-Indo-European *tengʰ- (“to pull, to burden”). The 0-grade root has triggered progressive palatalization.  	
22027	tęglivy		adj.	2	viscous	ru sh						
49	tęgnųti		v.tr. ipf.	1	pull, draw			tęgnǫti	1	{'Old East Slavic': ['тꙗгнꙋти', 'тꙗнꙋти'], 'Belarusian': ['цягнуць'], 'Russian': ['тянуть', '1sg. тяну', '3sg. тянет'], 'Ukrainian': ['тягнути'], 'Old Church Slavonic': ['тѧгнѫти', '1sg. тѧгнѫ'], 'Bulgarian': ['тегна'], 'Macedonian': ['тегне'], 'Slovene': ['tėgniti (“to provide', 'to stretch”) (tonal orthography)', '1sg. tėgnem (tonal orthography)'], 'Old Czech': ['táhnúti'], 'Czech': ['táhnout'], 'Moravian (Mistřice)': ['tahnút'], 'Kashubian': ['cygnąc'], 'Polabian': ['tągnǫt'], 'Polish': ['ciągnąć'], 'Silesian': ['ciōngnōńć'], 'Slovak': ['tiahnuť'], 'Upper Sorbian': ['ćahnyć'], 'Lower Sorbian': ['śěgnuś']}	From the root of *tęťi (“to pull”) + *-nǫti, from Proto-Balto-Slavic *ting-, *teng-, from Proto-Indo-European *tengʰ-. Baltic cognates include Lithuanian tìngti (“to become slow”) (3sg. tìngsta), tingė́ti (“to be lazy”) (3sg. tìngi). Indo-European cognates include Old Norse þyngja (“burden”), þīsl (“drawbar, shaft”), Old High German dīhsala (“drawbar, shaft”), Latin tēmō (“drawbar, shaft”) < *tenk-smō.  	
3124	tehničny		adj.	1	technical		I					
16348	tehnik		m.anim.	1	technician		I					
16349	tehnika		f.	1	technics, technique		I					
16350	tehnologičny		adj.	1	technological		I					
1204	tehnologija		f.	1	technology		I					
32503	tekila		f.	1	tequila		I					
30874	Teksas		m.sg.	1	Texas							
2963	tekst		m.	1	text		I					
1484	tekstilj		m.	1	textile		I					
5417	tekti		v.intr. ipf.	1	flow, leak			teťi	MS forma vyse stara 1	{'Old East Slavic': ['течи'], 'Belarusian': ['цячы'], 'Russian': ['течь'], 'Ukrainian': ['текти'], 'Old Cyrillic': ['тещи'], 'Glagolitic': ['ⱅⰵⱋⰻ'], 'Bulgarian': ['тека'], 'Macedonian': ['тече'], 'Cyrillic': ['тећи'], 'Latin': ['tȅći'], 'Chakavian (Vrgada)': ['tȅći'], 'Chakavian (Orbanići)': ['tȅć'], 'Slovene': ['téči (tonal orthography)'], 'Old Czech': ['téci'], 'Czech': ['téci', 'téct'], 'Bohemian (Chod dialect)': ['tect'], 'Old Polish': ['ciec'], 'Polish': ['ciec'], 'Slovak': ['tiecť'], 'Upper Sorbian': ['ćec'], 'Lower Sorbian': ['śac']}	From earlier *tekti, from Proto-Balto-Slavic *tek-, from Proto-Indo-European *tekʷ- (“to run, flow”). Baltic cognates include Lithuanian tekė́ti (“to flow, run”), 3sg. tẽka and Latvian tecêt (“to flow, run”), 1sg. teku. Indo-European cognates include Sanskrit तक्ति (tákti, “to rush”), Old Irish tachid (“to flee”).  	
6078	tekųći		adj.	1	flowing, fluid, liquid, leaking							
22062	tekųći		adj.	2	current, ongoing	ru j						
5242	tekųtina		f.	2	liquid, fluid	cs yu						
15074	telę		n.	1	calf			telę	1	{'Belarusian': ['цяля'], 'Russian': ['теля (regional)'], 'Rusyn': ['теля'], 'Ukrainian': ['теля'], 'Old Church Slavonic': ['телѧ'], 'Bulgarian': ['теле'], 'Macedonian': ['теле'], 'Cyrillic': ['тѐле'], 'Latin': ['tèle'], 'Slovene': ['téle (tonal orthography)'], 'Czech': ['tele'], 'Moravian (Mistřice)': ['tela'], 'Polish': ['cielę'], 'Polabian': ['tilą'], 'Silesian': ['cielã'], 'Slovak': ['teľa'], 'Upper Sorbian': ['ćelo'], 'Lower Sorbian': ['śele']}	From Proto-Balto-Slavic *tel- + *-ę (diminutive suffix), cognate with Latvian teļš, telēns, Lithuanian tẽlias. Three types of hypotheses exist for the origin of the root:  Native origin: Perhaps from Proto-Indo-European *telh₂- (“to bear”), akin to Latin tollo (“to carry”), possibly Proto-Slavic *telěga (“cart”) (supported by Snoj). Machek tentatively proposes as an alternative ad hoc simiplificaiton of (formally incompatible) Proto-Indo-European *wetélas (“yearling”) cognate with Latin vitulus (“calf”), Ancient Greek ἔταλον (étalon, “yearling”) and akin to Proto-Germanic *weþruz (“wether, year-old lamb”). Temematic origin: Per Holzer, possibly from Proto-Indo-European *dʰeh₁(y)- (“to suckle”) via a hypothetical Indo-European dialect which devoiced aspirated stops. If right, then akin to directly inherited Proto-Slavic *dětę (“child”) and further Latin filius (“son”), Albanian dele (“ewe”). Disputed by Matasović. Turkic loanword: From Proto-Turkic *tẹ̄l (“calf”), attested in Kazakh тел (tel), Yakut тиил (tiil) (supported by Matasović). 	
4640	telefon		m.	1	telephone, phone		I					
37024	telefonny		adj.	1	telephone	v z j	I	!	!	!	!	!
16351	telefonovati		v.intr. ipf.	1	telephone, phone		I					
5795	telegram		m.	1	telegram		I					
23637	telekomunikacija		f.	1	telecommunication		I					
21596	teleskop		m.	1	telescope		I					
5646	tělesny		adj.	1	body							
3100	telętko		n.	1	calf							
16353	televiděńje		n.sg.	3	television, TV	ru	S					
4399	televizija		f.	1	television, TV		I					
4400	televizijny program		m.	1	television program		I					
36770	televizijny		adj.	1	television	v z j	I					
36571	televizor		m.	1	television set, TV set	v z j	I					
34672	teliti sę		v.refl. ipf.	1	calve							
36088	tělo samoleta		n.		fuselage							
1485	tělo	(těla/tělese)	n.	1	body			tělo	1	{'Old East Slavic': ['тѣло'], 'Belarusian': ['цела'], 'Russian': ['тело'], 'Ukrainian': ['тіло']}	(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)  	
459	tělohrånitelj		m.anim.	1	bodyguard	v j						
3330	tema		f.	1	theme		I					
17049	tematičny		adj.	1	thematic							
35137	tematika		f.		subject area, subject matter	v z j	I					
37343	tembr		m.	1	timbre	v z j	I	!	!	!	!	!
37008	temna energija		f.	1	dark energy	v z j	I	!	!	!	!	!
37007	temna materija		f.	1	dark matter	v z j	I	!	!	!	!	!
34670	temněti		v.intr. ipf.	1	get dark, darken							
30879	temnica		f.	1	dungeon	v pl sh bm		tьmьnica	tėmnica ė?	{'Old East Slavic': ['тьмьница'], 'Belarusian': ['цямніца'], 'Russian': ['темница'], 'Ukrainian': ['темниця'], 'Old Church Slavonic': ['тьмьница'], 'Bulgarian': ['тъмница'], 'Macedonian': ['темница'], 'Cyrillic': ['тамница'], 'Latin': ['tàmnica'], 'Slovene': ['temnica'], 'Czech': ['temnice'], 'Polish': ['ciemnica'], 'Slovak': ['temnica']}	From substantivized *tьmьnъ (“dark”) +‎ *-ica, from *tьma (“dark”) +‎ *-ьnъ.  	
18958	temnolavandovy		adj.	5	purple							
5116	temnosť		f.	1	darkness							
15075	temnota		f.	2	darkness							
30880	temnota		f.		ignorance							
1749	temny		adj.	1	dark							
1486	temperatura		f.	1	temperature		I					
36824	tempo		n.	1	tempo	v z j	I					
37087	Temza		f.sg.	1	Thames	v z j	I	!	!	!	!	!
16119	tendencija		f.	1	trend		I					
1483	tenis		m.sg.	1	tennis		I					
2110	teniska		f.	1	T-shirt		I					
18959	těnj		m./f.	2	shadow, shade	v pl sk		těnь	 nj?	{'Old East Slavic': ['тѣнь'], 'Belarusian': ['цень'], 'Russian': ['тень'], 'Ukrainian': ['тінь'], 'Rusyn': ['тїнь'], 'Old Church Slavonic': ['тѣня'], 'Cyrillic': ['тење', 'тијење'], 'Latin': ['tenje', 'tijenje'], 'Slovene': ['tẹnjа (tonal orthography)'], 'Old Czech': ['stien'], 'Czech': ['stín'], 'Moravian (Mistřice)': ['ťín'], 'Old Polish': ['cień'], 'Polish': ['cień'], 'Slovak': ['tieň'], 'Lower Sorbian': ['śěń']}	(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)  	
1577	tenky		adj.	1	thin			tьnъkъ	 e или o?	{'Old East Slavic': ['тънъкъ'], 'Belarusian': ['тонкі'], 'Russian': ['тонкий'], 'Rusyn': ['тонкый'], 'Ukrainian': ['тонкий'], 'Old Cyrillic': ['тьнъкъ'], 'Glagolitic': ['ⱅⱐⱀⱏⰽⱏ'], 'Bulgarian': ['тънък'], 'Macedonian': ['тенок'], 'Cyrillic': ['танак'], 'Latin': ['tȁnak'], 'Chakavian (Vrgada)': ['tȁnak'], 'Chakavian (Orbanići)': ['tȁnak'], 'Kajkavian (Bednja)': ['tȅnjek'], 'Slovene': ['tánək', 'tənək', 'tənȃk (tonal orthography)'], 'Old Czech': ['tenký'], 'Czech': ['tenký'], 'Bohemian (Chod dialect)': ['tenkyj'], 'Moravian (Mistřice)': ['tenkí'], 'Kashubian': ['cenczi'], 'Polish': ['cienki'], 'Silesian': ['ciynki'], 'Slovak': ['tenký'], 'Lower Sorbian': ['śańki'], 'Upper Sorbian': ['ćeńki']}	From Proto-Balto-Slavic *tinˀukas, from Proto-Indo-European *ténh₂us.  	
32997	tenor		m.anim.	1	tenor		I					
18960	teolog		m.anim.	1	theologist, theologian		I					
37435	teologičny		adj.	1	theological	v z j	I	!	!	!	!	!
18961	teologija		f.sg.	1	theology		I					
16822	teoretično		adv.	1	theoretically		I					
16821	teoretičny		adj.	1	theoretical		I					
4739	teorija		f.	1	theory		I					
32350	teplica		f.	3	greenhouse	v						
12960	teplo		n.sg.	1	heat, warmth							
20764	teploměr		m.	1	thermometer							
15076	teplota		f.	2	temperature	z		teplota	1			
35034	teplovaty		adj.	2	lukewarm	v pl						
344	teply		adj.	1	warm			teplъ	1	{'Belarusian': ['цёплы'], 'Russian': ['тёплый'], 'Ukrainian': ['теплий'], 'Old Church Slavonic': ['топлъ', '*теплъ'], '⇒ Old Church Slavonic': ['теплость'], 'Bulgarian': ['топъл'], 'Cyrillic': ['топао'], 'Latin': ['tȍpao', 'tȍpal', 'tȅpal'], 'Slovene': ['tọpəł (tonal orthography)'], 'Czech': ['teplý'], 'Kashubian': ['cepłi'], 'Lower Sorbian': ['śopły'], 'Polish': ['ciepły'], 'Slovak': ['teplý'], 'Upper Sorbian': ['ćopły']}	Likely the l-participle of an unattested verb **teti (“to become/be hot”) +‎ *-lъ, from Proto-Balto-Slavic *tep-, from Proto-Indo-European *tep-. Cognate with Sanskrit tap- (“hot”), Latin tepeō (“be hot”) whence English tepid.  	
32497	terapevt		m.anim.	1	therapist		I					
18962	terapija materskoj klětki		f.	1	stem cell therapy							
4740	terapija		f.	1	therapy	v z j	I					
36940	terasa		f.	1	terrace	v z j	I	!	!	!	!	!
36837	tercija		f.	1	third (musical interval)	v z j	I					
35451	terier		m.anim.	1	terrier	v z j	E					
16121	teritoriaľno		adv.	1	territorially		I					
529	teritoriaľny		adj.	1	territorial		I					
3101	teritorija		f.	1	territory		I					
36149	termin dostojenstva		m.	2	term of office	ub j						
2091	termin		m.	1	term (phrase)	v z j	I					
36593	termin		m.	1	term (date, period)	ub z yu mk						
37502	terminologičny		f.	1	terminological	v z j	I	!	!	!	!	!
37501	terminologija		f.	1	terminology	v z j	I	!	!	!	!	!
20765	termit		m.anim.	1	termite		I					
23638	termodinamika		f.	1	thermodynamics		I					
5107	teror		m.	1	terror		I					
34948	terorist		m.anim.	1	terrorist	v z j	I					
262	terorističny		adj.	1	terrorist	v z j	I					
16354	terorizm		m.sg.	1	terrorism	v z j	I					
36161	tesati	(teše)	v.tr. ipf.		hew	v z j		tesati	1	{'Old East Slavic': ['тесати'], 'Russian': ['тесать'], 'Ukrainian': ['тесати']}	From Proto-Balto-Slavic *téśtei, from Proto-Indo-European *tetḱ- (“to hew”), perhaps from a reduplication of *teḱ- (“to strike”) (compare Ancient Greek κτείνω (kteínō, “to slay”)).  	
22093	těsnina		f.	1	ravine, pass (mountain)			těsnina	1			
3894	těsno		adv.	1	tightly, narrowly, closely							
416	těsny		adj.	1	tight, narrow, close			těsnъ	1	{'East Slavic': ['тѣснъ'], 'Belarusian': ['цесны'], 'Russian': ['тесный'], 'Ukrainian': ['тісний']}	From *těskъ (“pressing”) +‎ *-nъ with loss of *-k- between *s and *n (compare Proto-Slavic *ěsnъ (“clear”)). Probably from Proto-Indo-European *teh₂y- (“to dunk, to knead”), akin to Proto-Slavic *tajati (“to melt, to precipitate”).  	
2388	test		m.	1	test		I					
24003	tesť		m.anim.	1	father-in-law (wife’s father)	v pl sk j						
4759	testament		m.	1	testament (will)		I					
18963	těsto		n.	1	dough			těsto	1	{'Old East Slavic': ['тѣсто'], 'Old Ruthenian': ['тѣсто'], 'Belarusian': ['цеста'], 'Ukrainian': ['тісто', 'кісто (dialectal)'], 'Russian': ['тесто'], 'Old Cyrillic': ['тѣсто'], 'Glagolitic': ['ⱅⱑⱄⱅⱁ'], 'Church Slavonic (Russian recension)': ['тѣсто'], 'Bulgarian': ['тесто'], 'Macedonian': ['тесто'], 'Cyrillic': ['тесто', 'тијесто'], 'Latin': ['tȇsto', 'tijȇsto'], 'Chakavian (Hvar)': ['tȋsto'], 'Chakavian (Vrgada)': ['tȋsto'], 'Slovene': ['testọ (tonal orthography)'], 'Old Czech': ['těsto'], 'Czech': ['těsto'], 'Polabian': ['ťostü'], 'Polish': ['ciasto'], 'Slovak': ['cesto'], 'Lower Sorbian': ['śěsto'], 'Upper Sorbian': ['ćěsto']}	Possibly related to *tìskati. According to Beekes, linked to Ancient Greek σταῖς (staîs, “dough”) (gen. σταιτός (staitós)). Per Derksen, from Proto-Indo-European *th₂ei-s-tóm, cognates include Old High German theismo (deismo), Irish táis 'dough', Welsh toes.  	
1443	testovati		v.tr. ipf.	1	test		I					
24004	tešća		f.	1	mother-in-law (wife’s mother)	v j						
23785	těšiti sę iz		v.refl. ipf.	2	enjoy, take pleasure in	uk z						
15078	tetenka		f.	2	aunt (mother’s sister)							
18965	tętiva		f.	1	chord (mat.)			tętiva	1	{'Old Ruthenian': ['тетива', 'тѧтива'], 'Belarusian': ['цецiва'], 'Ukrainian': ['тятива'], 'Russian': ['тетива'], 'Old Cyrillic': ['тѧтива'], 'Bulgarian': ['тетива'], 'Macedonian': ['тетива'], 'Cyrillic': ['тѐтива'], 'Latin': ['tètiva'], 'Slovene': ['tetíva (tonal orthography)'], 'Czech': ['tětiva'], 'Polish': ['cięciwa'], 'Slovak': ['tetiva']}	Probably[1] from otherwise lost Proto-Balto-Slavic *témptei (“to pull”) + *-iva (whence Lithuanian tem̃pti (“to pull, to drag”), Latvian tìept (“to strain”)), ultimately from Proto-Indo-European *ten- (“to stretch”). Cognate with Lithuanian temptýva (“stretching”)[2], tìmpa (“sinew”), possibly Old Norse þǫmb (“bowstring”), Old Armenian թամբ (tʿamb, “saddle”) and further akin to Lithuanian tiñklas (“set”), Ancient Greek τένων (ténōn, “tendon”), New Latin tensor.  	
2376	tetka		f.	1	aunt			teta	 -k?	{'Old East Slavic': ['тета'], '⇒ Belarusian': ['цётка'], 'Russian': ['тётя', '⇒ тётка (tjótka)'], '⇒ Rusyn': ['тютка'], '⇒ Ukrainian': ['тітка'], '→ Livvi': ['tʹouta'], '⇒ Bulgarian': ['тетка'], '⇒ Macedonian': ['тетка'], 'Cyrillic': ['тета'], 'Latin': ['tȅta'], 'Slovene': ['téta (tonal orthography)'], 'Czech': ['teta'], '⇒ Kashubian': ['cotka'], 'Polabian': ['tetă'], 'Polish': ['ciocia'], 'Slovak': ['teta'], 'Upper Sorbian': ['ćeta'], 'Lower Sorbian': ['śota'], '→ Latgalian': ['cjoce']}	(This etymology is missing or incomplete. Please add to it, or discuss it at the Etymology scriptorium.)  	
37299	tezaurus		m.	1	thesaurus	v z j	I	!	!	!	!	!
15734	tęznitelj		m.anim.	5	prosecutor							
6190	tęžba		f.	1	#complaint, lawsuit							
12971	tęžina		f.	2	weight	j						
20209	tęžko		adv.	1	heavily	v z j						
22032	tęžko		adv.	1	gravely, seriously (illness, crime), hard (work), arduously	v pl bm						
22034	tęžko		adv.	1	difficultly	v z j						
22038	tęžko		adv.	2	severely (punishment)	v z bm						
18966	tęžkosť		f.	2	difficulty	ru cz sh						
22039	tęžkosť		f.	2	heaviness	ru pl cz						
5	tęžky		adj.	1	heavy, weighty	v z j		tęžьkъ	1	{'Old East Slavic': ['тѧжькъ'], 'Belarusian': ['цяжкі'], 'Russian': ['тяжкий'], 'Rusyn': ['тяжкый'], 'Ukrainian': ['тяжкий', 'тєжкий (dialectal)'], 'Glagolitic': ['ⱅⱔⰶⱐⰽⱏ'], 'Bulgarian': ['тежък'], 'Macedonian': ['тежок'], 'Cyrillic': ['тежак'], 'Latin': ['téžak'], 'Slovene': ['težȃk', 'téžek (tonal orthography)'], 'Old Czech': ['těžký'], 'Czech': ['těžký'], 'Kashubian': ['cãżczi'], 'Polish': ['ciężki'], 'Silesian': ['ciynżki'], 'Slovak': ['ťažký'], 'Lower Sorbian': ['śěžki'], 'Upper Sorbian': ['ćežki']}	From earlier *tę̑gъkъ, *tęgъka̍, *tę̑gъko (definite *tęgъkъ̀jь), with medial *-ž- taken from the comparative form *tęžьjь, from Pre-Slavic *tingukas. The earlier u-stem based form is indirectly attested in the causative *otęgъčiti (“to burden”). Continues Proto-Balto-Slavic *tingús (mobile accent), from Proto-Indo-European *tengʰ-, morphologically equal to *tę̑gъ +‎ *-ьkъ. Directly cognate with Lithuanian tingùs (“lazy”) and Proto-Germanic *þunguz (whence Old Norse þungr (“heavy”)). Further akin to Proto-Iranian *θanǰáyati.  	
1970	tęžky		adj.	1	difficult, hard (difficult), burdensome	v z j		tęžьkъ	1	{'Old East Slavic': ['тѧжькъ'], 'Belarusian': ['цяжкі'], 'Russian': ['тяжкий'], 'Rusyn': ['тяжкый'], 'Ukrainian': ['тяжкий', 'тєжкий (dialectal)'], 'Glagolitic': ['ⱅⱔⰶⱐⰽⱏ'], 'Bulgarian': ['тежък'], 'Macedonian': ['тежок'], 'Cyrillic': ['тежак'], 'Latin': ['téžak'], 'Slovene': ['težȃk', 'téžek (tonal orthography)'], 'Old Czech': ['těžký'], 'Czech': ['těžký'], 'Kashubian': ['cãżczi'], 'Polish': ['ciężki'], 'Silesian': ['ciynżki'], 'Slovak': ['ťažký'], 'Lower Sorbian': ['śěžki'], 'Upper Sorbian': ['ćežki']}	From earlier *tę̑gъkъ, *tęgъka̍, *tę̑gъko (definite *tęgъkъ̀jь), with medial *-ž- taken from the comparative form *tęžьjь, from Pre-Slavic *tingukas. The earlier u-stem based form is indirectly attested in the causative *otęgъčiti (“to burden”). Continues Proto-Balto-Slavic *tingús (mobile accent), from Proto-Indo-European *tengʰ-, morphologically equal to *tę̑gъ +‎ *-ьkъ. Directly cognate with Lithuanian tingùs (“lazy”) and Proto-Germanic *þunguz (whence Old Norse þungr (“heavy”)). Further akin to Proto-Iranian *θanǰáyati.  	
3654	tęžky		adj.	1	grave, serious (illness, crime), hard (work), arduous	v pl bm		tęžьkъ	1	{'Old East Slavic': ['тѧжькъ'], 'Belarusian': ['цяжкі'], 'Russian': ['тяжкий'], 'Rusyn': ['тяжкый'], 'Ukrainian': ['тяжкий', 'тєжкий (dialectal)'], 'Glagolitic': ['ⱅⱔⰶⱐⰽⱏ'], 'Bulgarian': ['тежък'], 'Macedonian': ['тежок'], 'Cyrillic': ['тежак'], 'Latin': ['téžak'], 'Slovene': ['težȃk', 'téžek (tonal orthography)'], 'Old Czech': ['těžký'], 'Czech': ['těžký'], 'Kashubian': ['cãżczi'], 'Polish': ['ciężki'], 'Silesian': ['ciynżki'], 'Slovak': ['ťažký'], 'Lower Sorbian': ['śěžki'], 'Upper Sorbian': ['ćežki']}	From earlier *tę̑gъkъ, *tęgъka̍, *tę̑gъko (definite *tęgъkъ̀jь), with medial *-ž- taken from the comparative form *tęžьjь, from Pre-Slavic *tingukas. The earlier u-stem based form is indirectly attested in the causative *otęgъčiti (“to burden”). Continues Proto-Balto-Slavic *tingús (mobile accent), from Proto-Indo-European *tengʰ-, morphologically equal to *tę̑gъ +‎ *-ьkъ. Directly cognate with Lithuanian tingùs (“lazy”) and Proto-Germanic *þunguz (whence Old Norse þungr (“heavy”)). Further akin to Proto-Iranian *θanǰáyati.  	
